486484,DEPT OF CITYWIDE ADMIN SVCS,External,2,Examiner,TESTS AND MEASUREMENT SPECIAL,12704,2,57905,66591
493196,HRA/DEPT OF SOCIAL SERVICES,Internal,1,"EXECUTIVE DIRECTOR, BUSINESS RELATIONSHIP MANAGEMENT",ADMINISTRATIVE STAFF ANALYST (,1002E,0,102292,145000
474044,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Engineer-In-Charge,CIVIL ENGINEER,20215,2,80557,111917
473623,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Bookkeeper,CLERICAL ASSOCIATE,10251,4,46019,55000
485822,NYC EMPLOYEES RETIREMENT SYS,Internal,1,COMPUTER SYSTEMS MANAGER,COMPUTER SYSTEMS MANAGER,10050,M4,125000,130000
466877,NYC HOUSING AUTHORITY,Internal,1,Program Associate,COMMUNITY COORDINATOR,56058,0,54100,83981
482217,DEPARTMENT OF CITY PLANNING,External,1,ASSISTANT BOROUGH PLANNER,CITY PLANNER,22122,1,55208,63489
469141,FINANCIAL INFO SVCS AGENCY,External,1,OMB ENTITY MANAGER,COMPUTER SYSTEMS MANAGER,10050,M3,72038,145000
430959,DEPARTMENT OF TRANSPORTATION,Internal,1,Transportation Specialist,TRANSPORTATION SPECIALIST,22316,3,74650,109409
484414,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE HOUSING SUPERINTENDENT,ADMINISTRATIVE HOUSING SUPERIN,10019,M1,58700,161534
492453,HOUSING PRESERVATION & DVLPMNT,Internal,1,Project Manager,COMMUNITY COORDINATOR,56058,0,65000,65000
457400,DEPARTMENT OF PROBATION,External,2,Human Resources Specialist,CLERICAL ASSOCIATE,10251,3,36390,58953
474890,DEPT OF CITYWIDE ADMIN SVCS,External,1,Human Resources Business Partner,ASSOCIATE STAFF ANALYST,12627,0,65731,72306
489481,CONSUMER AFFAIRS,Internal,1,.Net/CRM Developer,CERT IT DEVELOPER (APP),13643,3,92194,120000
473591,DEPARTMENT FOR THE AGING,Internal,1,Mental Health Analyst,CITY RESEARCH SCIENTIST,21744,3,84468,97138
491616,BOARD OF CORRECTION,Internal,1,Director of Public Accountability,DIRECTOR OF CORRECTIONAL STAND,52620,M1,88000,88000
465146,DEPARTMENT OF INVESTIGATION,External,2,Policy Analyst,CONFIDENTIAL INVESTIGATOR,31143,1,50000,55000
486507,DEPARTMENT OF CITY PLANNING,External,1,PRODUCT MANAGEMENT TEAM LEAD,COMPUTER SPECIALIST (SOFTWARE),13632,4,98901,113736
426472,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Revenue Analyst, Bureau of Budget and Revenue/Budget Administration",ECONOMIST,40910,1,45428,64800
483735,TAXI & LIMOUSINE COMMISSION,Internal,2,Data Specialist - TLC Analytics,STAFF ANALYST,12626,2,58152,74479
433650,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Project Manager, Bureau of Tuberculosis Control",SENIOR IT ARCHITECT,95711,0,103000,111240
470033,CONSUMER AFFAIRS,External,1,Staff Counsel,AGENCY ATTORNEY,30087,1,63228,72712
474890,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Human Resources Business Partner,ASSOCIATE STAFF ANALYST,12627,0,65731,72306
483842,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Functional Business Analyst, Technology Innovation & Solutions",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,60000,80000
467030,TAXI & LIMOUSINE COMMISSION,External,1,Project Manager - IT,COMPUTER SYSTEMS MANAGER,1005D,0,90000,113000
456254,TAXI & LIMOUSINE COMMISSION,External,1,DRC Program Manager,COMMUNITY COORDINATOR,56058,0,54100,83981
474366,DEPARTMENT OF BUSINESS SERV.,Internal,1,"PROGRAM MANAGER, CAPITAL ACCESS FUNDS",BUSINESS PROMOTION COORDINATOR,60860,3,69344,95682
484244,DEPARTMENT OF SANITATION,Internal,1,.Net Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,98901,136951
432614,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Program Coordinator, Worksite Wellness and Active Design Unit",CITY RESEARCH SCIENTIST,21744,1,64140,70554
479313,DEPT OF INFO TECH & TELECOMM,Internal,1,Director of Critical Facilities Infrastructure,ADMINISTRATIVE PROJECT MANAGER,83008,M2,64922,160500
466437,DEPARTMENT OF SANITATION,Internal,1,Java Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,98901,136951
471362,LANDMARKS PRESERVATION COMM,Internal,1,DATA AND GIS ANALYST,CITY RESEARCH SCIENTIST,21744,2,86830,86830
469418,DEPARTMENT OF INVESTIGATION,Internal,3,Data Analyst,CONFIDENTIAL INVESTIGATOR,31143,1,55000,60000
491751,DEPARTMENT OF TRANSPORTATION,External,1,Senior Policy Advisor for Innovation,STRATEGIC INITIATIVE SPECIALIS,13389,0,95000,115000
485120,DEPT OF ENVIRONMENT PROTECTION,Internal,1,BIM Designer,ADMINISTRATIVE PROJECT MANAGER,8300B,0,53702,148745
485552,DEPARTMENT OF CORRECTION,Internal,1,Senior Advisor to the Senior Deputy Commissioner,EXECUTIVE PROGRAM SPECIALIST (,13382,M4,140000,160000
484999,FINANCIAL INFO SVCS AGENCY,Internal,1,FMS TEST AUTOMATION ENGINEER,IT PROJECT SPECIALIST,95710,0,110000,115000
455688,DEPARTMENT FOR THE AGING,Internal,1,Nutrition Consultant,NUTRITION CONSULTANT,50415,0,61990,71288
487032,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Analyst  Citywide Savings,BUDGET ANALYST (OMB),6088,1,46856,70291
487323,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Senior Assistant Director, Technology Strategy",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,125000,135000
485090,DEPT OF ENVIRONMENT PROTECTION,Internal,5,Watershed Maintainer â 5 positions,WATERSHED MAINTAINER,91011,0,41033,60017
483145,DEPARTMENT OF TRANSPORTATION,Internal,1,Mobility Coordinator,COMMUNITY COORDINATOR,56058,0,54100,83981
483672,OFFICE OF THE COMPTROLLER,External,1,.NET Developer,COMPUTER ASSOC (SOFTWARE),13631,3,90000,110000
483154,NYC HOUSING AUTHORITY,External,1,Business Analyst,ECONOMIST,40910,2,56013,84862
492676,FIRE DEPARTMENT,Internal,1,Director of Talent Acquisition,ADMINISTRATIVE STAFF ANALYST (,10026,M1,58700,132345
490344,CONSUMER AFFAIRS,Internal,1,Deputy Director of Street Vending Enforcement,ADMINISTRATIVE STAFF ANALYST (,10026,M4,80931,208826
468997,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Product Manager, Mayor's Office for Economic Opportunity",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,70000,100000
462638,TAXI & LIMOUSINE COMMISSION,External,1,Programs Intern,COLLEGE AIDE (ALL CITY DEPTS),10209,1,15.5,19.9
473839,OFFICE OF MANAGEMENT & BUDGET,External,1,Analyst  Tax Policy and Forecasting,BUDGET ANALYST (OMB),6088,1,46856,62480
478739,HUMAN RIGHTS COMMISSION,Internal,1,Mediation Program Attorney,AGENCY ATTORNEY INTERNE,30086,0,62397,71757
486573,CONSUMER AFFAIRS,External,1,Director of Programs,CITY RESEARCH SCIENTIST,21744,3,84468,97138
471121,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Computer Associate (Technical Support),COMPUTER ASSOC (SOFTWARE),13631,1,66597,76587
472641,DEPARTMENT OF CITY PLANNING,External,1,PROGRAM ASSOCIATE,COMMUNITY COORDINATOR,56058,0,54100,73098
453712,NYC HOUSING AUTHORITY,Internal,1,Program Manager for Energy Policy,ASSOCIATE HOUSING DEVELOPMENT,22508,0,74650,109409
472962,DEPT OF ENVIRONMENT PROTECTION,External,1,BIM DESIGNER,COMPUTER SPECIALIST (OPERATION,13622,0,76627,119610
469244,OFFICE OF MANAGEMENT & BUDGET,External,1,Assistant Analyst  Education Capital,BUDGET ANALYST (OMB),6088,1,46856,52480
439342,NYC EMPLOYEES RETIREMENT SYS,Internal,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,4,98901,136951
471511,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Assistant Director, Procurement Operations",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,75000,95000
467000,DEPT OF ENVIRONMENT PROTECTION,External,1,Cyber Security Analyst,CYBER SECURITY ANALYST,13633,2,78795,113300
466570,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Data Solutions Advisor, Mayor's Office of Operations",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,83981,85000
468383,DEPARTMENT OF CORRECTION,External,1,Senior Advisor to the Chief of Department,EXECUTIVE PROGRAM SPECIALIST (,13382,M4,140000,160000
485822,NYC EMPLOYEES RETIREMENT SYS,External,1,COMPUTER SYSTEMS MANAGER,COMPUTER SYSTEMS MANAGER,10050,M4,125000,130000
469332,ADMIN FOR CHILDREN'S SVCS,Internal,1,REVENUE ANALYST,STAFF ANALYST,12626,2,58152,66875
474502,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Strategic Operations Policy Analyst,CONFIDENTIAL STRATEGY PLANNER,54739,0,74710,74710
248031,LAW DEPARTMENT,External,1,Senior Windows Administrator,COMPUTER ASSOC (SOFTWARE),13631,2,64807,90202
471503,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Project Manager/Advisor, Executive",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,60000,80000
362424,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Executive Director, Health Policy, Bureau of Primary Care Access & Planning",CITY RESEARCH SCIENTIST,21744,4B,90084,130939
490079,FIRE DEPARTMENT,Internal,1,Lead Quality Analyst,COMPUTER SYSTEMS MANAGER,1005D,0,58700,113736
487386,DEPT OF ENVIRONMENT PROTECTION,External,1,Asset Reliability Administrator,ADMINISTRATIVE ENGINEER,10015,M2,64922,173486
469332,ADMIN FOR CHILDREN'S SVCS,External,1,REVENUE ANALYST,STAFF ANALYST,12626,2,58152,66875
471358,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Program Manager,ASSOCIATE CONTRACT SPECIALIST,40562,0,60193,90704
466439,DEPARTMENT OF SANITATION,Internal,1,.Net/Javascript Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,98901,136951
483672,OFFICE OF THE COMPTROLLER,Internal,1,.NET Developer,COMPUTER ASSOC (SOFTWARE),13631,3,90000,110000
379094,NYC EMPLOYEES RETIREMENT SYS,Internal,1,CERTIFIED IT DEVELOPER (APPLICATIONS),CERT IT DEVELOPER (APP),13643,2,82884,116391
379096,NYC EMPLOYEES RETIREMENT SYS,External,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,3,89509,116126
420423,NYC EMPLOYEES RETIREMENT SYS,External,1,Certified IT Administrator (LAN/WAN) Level II,CERTIFIED IT ADMINISTRATOR (LA,13652,2,82884,95317
482646,CONSUMER AFFAIRS,Internal,1,Senior Program Officer for Financial Counseling and Coaching Programs,BUSINESS PROMOTION COORDINATOR,60860,3,69344,79746
475014,DEPT OF CITYWIDE ADMIN SVCS,External,1,SENIOR ESTIMATOR,*SENIOR ESTIMATOR (GENERAL CON,20127,0,67757,77921
485839,HOUSING PRESERVATION & DVLPMNT,External,1,"Senior Policy Scientist, Policy Development and Special Initiatives",CITY RESEARCH SCIENTIST,21744,3,84468,97138
467495,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Dual Diagnosis Coordinator, Bureau of Mental Health",SPEC CONSULTANT (MHSS) (AL 2),5100C,2,71379,82086
468296,OFFICE OF THE COMPTROLLER,Internal,2,IT Security Specialist - Security Audits (2 positions),IT SECURITY SPECIALIST,95622,0,75000,90000
482659,FINANCIAL INFO SVCS AGENCY,External,1,DIRECTOR of APPLICATION ADMINISTRATION,IT PROJECT SPECIALIST,95710,0,0,120000
466297,OFFICE OF EMERGENCY MANAGEMENT,External,1,"DIRECTOR, PUBLIC SAFETY GIS DATA DEVELOPMENT CENTER",EMERGENCY PREPAREDNESS MANAGER,6765,0,95000,110500
464190,NYC HOUSING AUTHORITY,Internal,1,Intake Coordinator,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,53057,77124
471452,MAYORS OFFICE OF CONTRACT SVCS,Internal,2,"Technology Project Analyst, Technology Strategy",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,60000,80000
489392,HUMAN RIGHTS COMMISSION,External,1,Supervising Attorney - SOI Unit,EXECUTIVE AGENCY COUNSEL,95005,M1,95000,95000
468464,CULTURAL AFFAIRS,External,1,HR Associate,STAFF ANALYST,12626,1,50078,57590
455096,DEPARTMENT OF TRANSPORTATION,External,1,IT Service Management Specialist 14-143,IT SERVICE MANAGEMENT SPECIALI,6799,0,75000,135000
485415,DEPARTMENT FOR THE AGING,Internal,1,College Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,1,16,16
471362,LANDMARKS PRESERVATION COMM,External,1,DATA AND GIS ANALYST,CITY RESEARCH SCIENTIST,21744,2,86830,86830
472016,DEPARTMENT OF BUSINESS SERV.,Internal,1,BUDGET ANALYST,STAFF ANALYST,12626,2,58152,74479
486148,DEPT OF CITYWIDE ADMIN SVCS,External,1,"Analyst, Capital Project Implementation",CITY RESEARCH SCIENTIST,21744,2,75504,86830
461278,OFFICE OF MANAGEMENT & BUDGET,External,2,FEMA Public Assistance Program and Planning  Analyst,BUDGET ANALYST (OMB),6088,1,46856,70291
471442,MAYORS OFFICE OF CONTRACT SVCS,Internal,2,"Data Engineer, Technology Strategy",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,90000,110000
492604,CONSUMER AFFAIRS,Internal,1,Business Analyst,COMPUTER SYSTEMS MANAGER,10050,M3,72038,110000
489884,HOUSING PRESERVATION & DVLPMNT,External,1,Deputy Director ODEI and EEO,ADMINISTRATIVE BUSINESS PROMOT,1000C,0,95000,95000
466398,DEPT OF ENVIRONMENT PROTECTION,External,1,Executive Director,ADMINISTRATIVE STAFF ANALYST (,10026,M4,80931,208826
468910,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Senior Advisor, Mayor's Office for Economy Opportunity",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,65000,90000
464046,OFFICE OF THE COMPTROLLER,Internal,1,Labor Law Investigator,INVESTIGATOR,31105,0,51000,61000
483730,TAXI & LIMOUSINE COMMISSION,External,2,Data Scientist - Policy Analytics,CITY RESEARCH SCIENTIST,21744,2,75504,94761
471468,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Lead Data Engineer, Technology Strategy",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,115000,135000
466040,DEPARTMENT OF CORRECTION,Internal,1,Project Manager,CITY RESEARCH SCIENTIST,21744,2,75504,86830
466353,OFFICE OF THE COMPTROLLER,External,1,Legal Secretary- Litigation Division,"LEGAL SECRETARIAL ASST- L2,3,4",1022A,2,42000,50000
483678,OFFICE OF THE COMPTROLLER,External,1,.NET Developer Analyst,COMPUTER ASSOC (SOFTWARE),13631,3,90000,110000
465146,DEPARTMENT OF INVESTIGATION,Internal,2,Policy Analyst,CONFIDENTIAL INVESTIGATOR,31143,1,50000,55000
485212,DEPT OF ENVIRONMENT PROTECTION,External,1,Asset Reliability Administrator,CITY RESEARCH SCIENTIST,21744,4A,94283,122290
475285,DEPARTMENT OF TRANSPORTATION,Internal,1,Chief Technology Officer,DEPUTY COMMISSIONER (DOT),95014,M6,97830,231974
486585,CONSUMER AFFAIRS,Internal,1,Customer Service Representative,CLERICAL ASSOCIATE,10251,2,32850,37777
390805,LAW DEPARTMENT,Internal,1,"Deputy Chief of Facilities, Supplies & Technical Support",ASSOCIATE STAFF ANALYST,12627,0,65731,75591
486573,CONSUMER AFFAIRS,Internal,1,Director of Programs,CITY RESEARCH SCIENTIST,21744,3,84468,97138
490861,DEPT OF PARKS & RECREATION,External,1,Project Development Coordinator for Operations,COMMUNITY COORDINATOR,56058,0,54100,83981
464694,NYC HOUSING AUTHORITY,External,1,"ZONE COORDINATOR, DOWNTOWN BROOKLYN",COMMUNITY COORDINATOR,56058,0,54100,83981
486716,DEPARTMENT OF FINANCE,Internal,1,Property Valuation Modeler,COMPUTER PROGRAMMER ANALYST,13651,2,59768,75000
471354,FIRE DEPARTMENT,External,1,Data Scientist,CITY RESEARCH SCIENTIST,21744,3,84468,97183
484999,FINANCIAL INFO SVCS AGENCY,External,1,FMS TEST AUTOMATION ENGINEER,IT PROJECT SPECIALIST,95710,0,110000,115000
484726,DEPT OF ENVIRONMENT PROTECTION,External,2,ENVIRONMENTAL ENGINEERING INTERN,ENVIRONMENTAL ENGINEERING INTE,20616,0,51413,62260
482735,FINANCIAL INFO SVCS AGENCY,External,1,QUALITY CONTROL ASSOCIATE,ACCOUNTANT,40510,2,56013,89610
471334,MAYORS OFFICE OF CONTRACT SVCS,Internal,2,"Analyst, Procurement Operations",RESEARCH PROJECTS COORDINATOR,5277,0,50000,55000
483821,MAYORS OFFICE OF CONTRACT SVCS,External,2,"Data Engineer, Enterprise Data Services",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,80000,100000
468997,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Product Manager, Mayor's Office for Economic Opportunity",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,70000,100000
432614,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Program Coordinator, Worksite Wellness and Active Design Unit",CITY RESEARCH SCIENTIST,21744,1,64140,70554
457280,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Data Analyst,CITY RESEARCH SCIENTIST,21744,1,64140,70554
482227,DEPARTMENT OF CITY PLANNING,External,1,BROOKLYN ASSISTANT BOROUGH PLANNER,CITY PLANNER,22122,1,55208,63489
469950,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Construction Scheduler II,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,53702,146121
470206,NYC HOUSING AUTHORITY,External,1,"Director, Infrastructure Management",COMPUTER SYSTEMS MANAGER,10050,M4,80931,208826
469369,HRA/DEPT OF SOCIAL SERVICES,Internal,1,BUSINESS ANALYST,COMPUTER SPECIALIST (SOFTWARE),13632,2,85371,109990
482646,CONSUMER AFFAIRS,External,1,Senior Program Officer for Financial Counseling and Coaching Programs,BUSINESS PROMOTION COORDINATOR,60860,3,69344,79746
482968,OFF OF PAYROLL ADMINISTRATION,Internal,1,Union Services Associate,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,53057,77124
461740,NYC HOUSING AUTHORITY,Internal,1,Deputy CISO,CERTIFIED IT ADMINISTRATOR (LA,13652,4,98901,149277
474165,DEPARTMENT OF BUSINESS SERV.,Internal,1,CAPITAL ACCESS ANALYST,STAFF ANALYST,12626,2,58152,74479
434749,FIRE DEPARTMENT,Internal,1,Deputy Director,ASSOCIATE STAFF ANALYST,12627,0,65731,97873
484579,DEPT OF ENVIRONMENT PROTECTION,External,1,HUMAN RESOURCES PERSONNEL COORDINATOR,STAFF ANALYST,12626,1,50078,68181
490690,DEPT OF PARKS & RECREATION,Internal,1,Director of IT Project Management,IT PROJECT SPECIALIST,95710,0,110000,115000
490690,DEPT OF PARKS & RECREATION,Internal,1,Director of IT Project Management,IT PROJECT SPECIALIST,95710,0,110000,115000
487691,DEPT OF ENVIRONMENT PROTECTION,External,1,"Section Manager, Standards & Sustainability",ADMINISTRATIVE ENGINEER,10015,M2,64922,173486
474129,ADMIN FOR CHILDREN'S SVCS,Internal,1,Certification Analyst,STAFF ANALYST,12626,2,58152,69576
456837,TAXI & LIMOUSINE COMMISSION,External,1,Operations Analyst,STAFF ANALYST,12626,2,58152,74479
474366,DEPARTMENT OF BUSINESS SERV.,External,1,"PROGRAM MANAGER, CAPITAL ACCESS FUNDS",BUSINESS PROMOTION COORDINATOR,60860,3,69344,95682
482594,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Director of Program Management Office,ADMINISTRATIVE PROJECT MANAGER,83008,M4,80931,208826
485007,POLICE DEPARTMENT,External,5,Civilian Investigator,INVESTIGATOR,31105,0,41483,66236
485130,FINANCIAL INFO SVCS AGENCY,External,1,OMB BUSINESS ANALYST,IT SERVICE MANAGEMENT SPECIALI,95713,0,75000,100000
473214,DEPARTMENT OF CITY PLANNING,External,1,ASSISTANT TRANSPORTATION PLANNER,ASSISTANT TRANSPORTATION SPECI,22306,0,55000,61000
482230,DEPARTMENT OF CITY PLANNING,Internal,1,PRODUCT  MANAGER,COMPUTER SPECIALIST (SOFTWARE),13632,1,81951,94244
481611,TAXI & LIMOUSINE COMMISSION,External,1,Technical Support Staff,COMPUTER AIDE,13620,2,44404,65888
483821,MAYORS OFFICE OF CONTRACT SVCS,Internal,2,"Data Engineer, Enterprise Data Services",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,80000,100000
471458,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Senior Reporting Analyst, Technology Strategy",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,60000,90000
455076,DEPARTMENT OF TRANSPORTATION,Internal,1,IT Project Specialist 6-124,IT PROJECT SPECIALIST,6797,0,75000,160000
485663,CONSUMER AFFAIRS,External,1,Senior Staff Counsel,AGENCY ATTORNEY,30087,3,79620,91563
490038,HOUSING PRESERVATION & DVLPMNT,External,1,Capital Analyst,ECONOMIST,40910,1,45428,68741
473888,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Web Application Developer,CERT IT DEVELOPER (APP),13643,2,85371,119883
491666,BOARD OF CORRECTION,External,1,Director of Physical and Mental Wellbeing,DIRECTOR OF CORRECTIONAL STAND,6836,M1,88000,88000
459019,DEPT OF YOUTH & COMM DEV SRVS,External,1,Director of Evaluation and Analytics,CITY RESEARCH SCIENTIST,21744,3,84468,111003
484726,DEPT OF ENVIRONMENT PROTECTION,Internal,2,ENVIRONMENTAL ENGINEERING INTERN,ENVIRONMENTAL ENGINEERING INTE,20616,0,51413,62260
471187,OFFICE OF MANAGEMENT & BUDGET,Internal,1,EEO Officer,BUDGET ANALYST (OMB)-MANAGERIA,0608A,M2,98388,141766
478803,OFFICE OF MANAGEMENT & BUDGET,External,1,Analyst  Environmental Protection (DEP),BUDGET ANALYST (OMB),6088,1,46856,70291
455529,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Director of Education & Training,CITY RESEARCH SCIENTIST,21744,2,75504,93776
482230,DEPARTMENT OF CITY PLANNING,External,1,PRODUCT  MANAGER,COMPUTER SPECIALIST (SOFTWARE),13632,1,81951,94244
483725,TAXI & LIMOUSINE COMMISSION,Internal,1,Data Engineer,COMPUTER PROGRAMMER ANALYST,13651,2,59768,83740
473665,OFFICE OF MANAGEMENT & BUDGET,External,2,Analyst  Labor Contract Analysis,BUDGET ANALYST (OMB),6088,1,46856,70291
474044,DEPT OF DESIGN & CONSTRUCTION,External,1,Engineer-In-Charge,CIVIL ENGINEER,20215,2,80557,111917
460883,DEPT OF ENVIRONMENT PROTECTION,External,1,Environmental Planning Specialist,CITY RESEARCH SCIENTIST,21744,1,64140,70554
458064,NYC HOUSING AUTHORITY,Internal,1,Deputy Director Records Management,ADMINISTRATIVE PUBLIC RECORDS,10041,M3,72038,192152
471000,DEPARTMENT OF TRANSPORTATION,Internal,1,Construction Project Manager,CONSTRUCTION PROJECT MANAGER,34202,1,57078,85646
467620,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Energy Program Analyst,CITY RESEARCH SCIENTIST,21744,1,64140,70554
486945,DEPARTMENT OF CITY PLANNING,Internal,1,SENIOR LEAD URBAN DESIGNER,ASSOCIATE URBAN DESIGNER,22124,2,74650,85847
467876,TAXI & LIMOUSINE COMMISSION,Internal,1,Business Analyst,COMPUTER SYSTEMS MANAGER,1005D,0,70000,100000
490046,HOUSING PRESERVATION & DVLPMNT,External,1,Captial Analyst,ECONOMIST,40910,1,45428,68741
486040,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Portfolio Specialist,ARCHITECT,21215,2,80557,92640
493722,TAXI & LIMOUSINE COMMISSION,Internal,1,Program Data Manager,ECONOMIST,40910,2,56013,84862
457674,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Senior Director, Race to Justice",EXECUTIVE PROGRAM SPECIALIST (,13379,M1,58700,161534
464492,OFFICE OF MANAGEMENT & BUDGET,External,3,"Analyst  DOITT, Finance, Law, Mayoralty & Elected Officials",BUDGET ANALYST (OMB),6088,1,46856,70291
486999,NYC HOUSING AUTHORITY,Internal,2,COMMUNITY COORDINATOR,COMMUNITY COORDINATOR,56058,0,54100,83981
491666,BOARD OF CORRECTION,Internal,1,Director of Physical and Mental Wellbeing,DIRECTOR OF CORRECTIONAL STAND,6836,M1,88000,88000
414535,ADMIN FOR CHILDREN'S SVCS,External,1,Quality Assurance Tester,COMPUTER ASSOC (SOFTWARE),13631,3,74354,108846
490183,CONSUMER AFFAIRS,External,1,Business Analyst,COMPUTER SYSTEMS MANAGER,10050,M3,72038,110000
466296,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,"Program Specialist, Treatment Services, Bureau of Mental Health",SPEC CONSULTANT (MHSS) (AL 2),5100C,2,71379,90000
482735,FINANCIAL INFO SVCS AGENCY,Internal,1,QUALITY CONTROL ASSOCIATE,ACCOUNTANT,40510,2,56013,89610
482631,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE HOUSING SUPERINTENDENT,ADMINISTRATIVE HOUSING SUPERIN,10019,M1,58700,161534
483840,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Functional Business Analyst, Technology Innovation & Solutions",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,60000,80000
481519,DEPARTMENT OF TRANSPORTATION,External,1,"Policy Analyst, Micromobility",TRANSPORTATION SPECIALIST,22316,3,74650,109409
479565,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Public Health Adviser, Bureau of HIV",PUBLIC HEALTH ADVISER,51191,2,47155,58566
487012,TAXI & LIMOUSINE COMMISSION,External,1,Assistant Commissioner for Data Analytics,COMPUTER SYSTEMS MANAGER,10050,M3,130000,165000
461278,OFFICE OF MANAGEMENT & BUDGET,Internal,2,FEMA Public Assistance Program and Planning  Analyst,BUDGET ANALYST (OMB),6088,1,46856,70291
379094,NYC EMPLOYEES RETIREMENT SYS,External,1,CERTIFIED IT DEVELOPER (APPLICATIONS),CERT IT DEVELOPER (APP),13643,2,82884,116391
469158,OFF OF PAYROLL ADMINISTRATION,Internal,1,Business Analyst,COMPUTER SPECIALIST (SOFTWARE),13632,4,98901,136951
490943,DEPT OF INFO TECH & TELECOMM,Internal,2,311 Assistant Business Support Associate,COMMUNITY ASSOCIATE,56057,0,38333,44083
482211,DEPARTMENT OF CITY PLANNING,Internal,2,DATA ENGINEER,COMPUTER ASSOC (SOFTWARE),13631,1,66597,76587
455093,DEPARTMENT OF TRANSPORTATION,Internal,1,Senior IT Architect 12-103,SENIOR IT ARCHITECT,6800,0,100000,180000
490601,HOUSING PRESERVATION & DVLPMNT,External,1,Senior Project Manager,ASSOCIATE HOUSING DEVELOPMENT,22508,0,74650,85847
462638,TAXI & LIMOUSINE COMMISSION,Internal,1,Programs Intern,COLLEGE AIDE (ALL CITY DEPTS),10209,1,15.5,19.9
473950,TEACHERS RETIREMENT SYSTEM,Internal,1,UAT Testing Specialist,ADMINISTRATIVE RETIREMENTS BEN,8298C,0,58700,110000
472423,DEPARTMENT OF CORRECTION,External,1,Data Analyst,CITY RESEARCH SCIENTIST,21744,2,75504,86830
378814,NYC EMPLOYEES RETIREMENT SYS,External,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,3,89509,116126
